DATE,SKU,CATEGORY,SALE,FORECAST 15D,FORECAST 30D,FORECAST 60D,STOCK,BREAK
2023-02-01,2608553,Portateis,181,199.10000000000002,226.25,289.6,153.85,27.150000000000006
2023-02-01,2608511,Portateis,198,217.8,247.5,316.8,168.29999999999998,29.700000000000017
2023-02-01,2608500,Portateis,121,133.10000000000002,151.25,193.60000000000002,102.85,18.150000000000006
2023-03-01,7929525,Eletronicos,681,749.1,851.25,1089.6000000000001,578.85,102.14999999999998
2023-03-01,2318525,Eletronicos,887,975.7,1108.75,1419.2,753.9499999999999,133.05000000000007
2023-03-01,3610914,Eletronicos,969,1065.9,1211.25,1550.4,823.65,145.35000000000002
2023-03-01,3896343,Eletronicos,655,720.5000000000001,818.75,1048.0,556.75,98.25
2023-03-01,8459605,Eletronicos,886,974.6,1107.5,1417.6000000000001,753.1,132.89999999999998
2023-03-01,3902718,Eletronicos,683,751.3000000000001,853.75,1092.8,580.55,102.45000000000005
2023-03-01,7452883,Eletronicos,985,1083.5,1231.25,1576.0,837.25,147.75
2023-03-01,1722637,Eletronicos,784,862.4000000000001,980.0,1254.4,666.4,117.60000000000002
2023-03-01,3617381,Eletronicos,682,750.2,852.5,1091.2,579.6999999999999,102.30000000000007
2023-03-01,4603303,Eletronicos,529,581.9000000000001,661.25,846.4000000000001,449.65,79.35000000000002
2023-03-01,1135034,Móveis,108,118.80000000000001,135.0,172.8,91.8,16.200000000000003
2023-03-01,2057253,Móveis,70,77.0,87.5,112.0,59.5,10.5
2023-03-01,6274848,Móveis,40,44.0,50.0,64.0,34.0,6.0
2023-03-01,8541071,Móveis,155,170.5,193.75,248.0,131.75,23.25
2023-03-01,9130308,Móveis,167,183.70000000000002,208.75,267.2,141.95,25.05000000000001
2023-03-01,7862750,Móveis,171,188.10000000000002,213.75,273.6,145.35,25.650000000000006
2023-03-01,1879142,Móveis,62,68.2,77.5,99.2,52.699999999999996,9.300000000000004
2023-03-01,7322750,Móveis,54,59.400000000000006,67.5,86.4,45.9,8.100000000000001
2023-03-01,1148687,Móveis,67,73.7,83.75,107.2,56.949999999999996,10.050000000000004
2023-03-01,7208935,Móveis,114,125.4,142.5,182.4,96.89999999999999,17.10000000000001
2023-03-01,3287930,Celular,4762,5238.200000000001,5952.5,7619.200000000001,4047.7,714.3000000000002
2023-03-01,4607734,Celular,2884,3172.4,3605.0,4614.400000000001,2451.4,432.5999999999999
2023-03-01,5332314,Celular,1731,1904.1000000000001,2163.75,2769.6000000000004,1471.35,259.6500000000001
2023-04-01,7526430,Celular,1587,1745.7,1983.75,2539.2000000000003,1348.95,238.04999999999995
2023-04-01,6923598,Celular,4286,4714.6,5357.5,6857.6,3643.1,642.9000000000001
2023-04-01,5437051,Celular,3958,4353.8,4947.5,6332.8,3364.2999999999997,593.7000000000003
2023-04-01,2125281,Celular,1928,2120.8,2410.0,3084.8,1638.8,289.20000000000005
2023-04-01,3435384,Celular,1366,1502.6000000000001,1707.5,2185.6,1161.1,204.9000000000001
2023-04-01,3502633,Celular,4579,5036.900000000001,5723.75,7326.400000000001,3892.15,686.8499999999999
2023-04-01,8249189,Celular,4562,3314.3,5702.5,7299.200000000001,3877.7,684.3000000000002
2023-04-01,4894971,Linha branca,84,92.4,105.0,134.4,71.39999999999999,12.600000000000009
2023-04-01,1974971,Linha branca,97,106.7,121.25,155.20000000000002,82.45,14.549999999999997
2023-04-01,2273191,Linha branca,69,75.9,86.25,110.4,58.65,10.350000000000001
2023-04-01,4828686,Linha branca,134,147.4,167.5,214.4,113.89999999999999,20.10000000000001
2023-04-01,1876087,Linha branca,69,75.9,86.25,110.4,58.65,10.350000000000001
2023-04-01,9695341,Linha branca,79,86.9,98.75,126.4,67.14999999999999,11.850000000000009
2023-04-01,7682537,Linha branca,140,154.0,175.0,224.0,119.0,21.0
2023-04-01,3097105,Linha branca,113,124.30000000000001,141.25,180.8,96.05,16.950000000000003
2023-04-01,8837085,Linha branca,108,118.80000000000001,135.0,172.8,91.8,16.200000000000003
2023-04-01,1991938,Linha branca,148,162.8,185.0,236.8,125.8,22.200000000000003
2023-04-01,1432484,Portateis,121,133.10000000000002,151.25,193.60000000000002,102.85,18.150000000000006
2023-04-01,8716883,Portateis,110,121.00000000000001,137.5,176.0,93.5,16.5
2023-04-01,8938677,Portateis,150,165.0,187.5,240.0,127.5,22.5
2023-04-01,2771523,Portateis,150,165.0,187.5,240.0,127.5,22.5
2023-04-01,2681840,Portateis,105,115.50000000000001,131.25,168.0,89.25,15.75
2023-04-01,4465727,Portateis,104,114.4,130.0,166.4,88.39999999999999,15.600000000000009
2023-04-01,2706526,Portateis,161,177.10000000000002,201.25,257.6,136.85,24.150000000000006
2023-04-01,2608553,Portateis,181,199.10000000000002,226.25,289.6,153.85,27.150000000000006
2023-04-01,2608511,Portateis,198,217.8,247.5,316.8,168.29999999999998,29.700000000000017
2023-04-01,2608500,Portateis,121,133.10000000000002,151.25,193.60000000000002,102.85,18.150000000000006
2023-05-01,7929525,Eletronicos,681,749.1,851.25,1089.6000000000001,578.85,102.14999999999998
2023-05-01,2318525,Eletronicos,887,975.7,1108.75,1419.2,753.9499999999999,133.05000000000007
2023-05-01,3610914,Eletronicos,969,1065.9,1211.25,1550.4,823.65,145.35000000000002
2023-05-01,3896343,Eletronicos,655,720.5000000000001,818.75,1048.0,556.75,98.25
2023-05-01,8459605,Eletronicos,886,974.6,1107.5,1417.6000000000001,753.1,132.89999999999998
2023-05-01,3902718,Eletronicos,683,751.3000000000001,853.75,1092.8,580.55,102.45000000000005
2023-05-01,7452883,Eletronicos,985,1083.5,1231.25,1576.0,837.25,147.75
2023-05-01,1722637,Eletronicos,784,862.4000000000001,980.0,1254.4,666.4,117.60000000000002
2023-05-01,3617381,Eletronicos,682,750.2,852.5,1091.2,579.6999999999999,102.30000000000007
2023-05-01,4603303,Eletronicos,529,581.9000000000001,661.25,846.4000000000001,449.65,79.35000000000002
2023-05-01,1135034,Móveis,108,118.80000000000001,135.0,172.8,91.8,16.200000000000003
2023-05-01,2057253,Móveis,70,77.0,87.5,112.0,59.5,10.5
2023-05-01,6274848,Móveis,40,44.0,50.0,64.0,34.0,6.0
2023-05-01,8541071,Móveis,155,170.5,193.75,248.0,131.75,23.25
2023-05-01,9130308,Móveis,167,183.70000000000002,208.75,267.2,141.95,25.05000000000001
2023-05-01,7862750,Móveis,171,188.10000000000002,213.75,273.6,145.35,25.650000000000006
2023-05-01,1879142,Móveis,62,68.2,77.5,99.2,52.699999999999996,9.300000000000004
2023-05-01,7322750,Móveis,54,59.400000000000006,67.5,86.4,45.9,8.100000000000001
2023-05-01,1148687,Móveis,67,73.7,83.75,107.2,56.949999999999996,10.050000000000004
2023-05-01,7208935,Móveis,114,125.4,142.5,182.4,96.89999999999999,17.10000000000001
2023-05-01,3287930,Celular,4762,5238.200000000001,5952.5,7619.200000000001,4047.7,714.3000000000002
2023-05-01,4607734,Celular,2884,3172.4,3605.0,4614.400000000001,2451.4,432.5999999999999
2023-05-01,5332314,Celular,1731,1904.1000000000001,2163.75,2769.6000000000004,1471.35,259.6500000000001
2023-06-01,7526430,Celular,1587,1745.7,1983.75,2539.2000000000003,1348.95,238.04999999999995
2023-06-01,6923598,Celular,4286,4714.6,5357.5,6857.6,3643.1,642.9000000000001
2023-06-01,5437051,Celular,3958,4353.8,4947.5,6332.8,3364.2999999999997,593.7000000000003
2023-06-01,2125281,Celular,1928,2120.8,2410.0,3084.8,1638.8,289.20000000000005
2023-06-01,3435384,Celular,1366,1502.6000000000001,1707.5,2185.6,1161.1,204.9000000000001
2023-06-01,3502633,Celular,4579,5036.900000000001,5723.75,7326.400000000001,3892.15,686.8499999999999
2023-06-01,8249189,Celular,4562,3314.3,5702.5,7299.200000000001,3877.7,684.3000000000002
2023-06-01,4894971,Linha branca,84,92.4,105.0,134.4,71.39999999999999,12.600000000000009
2023-06-01,1974971,Linha branca,97,106.7,121.25,155.20000000000002,82.45,14.549999999999997
2023-06-01,2273191,Linha branca,69,75.9,86.25,110.4,58.65,10.350000000000001
2023-06-01,4828686,Linha branca,134,147.4,167.5,214.4,113.89999999999999,20.10000000000001
2023-06-01,1876087,Linha branca,69,75.9,86.25,110.4,58.65,10.350000000000001
2023-06-01,9695341,Linha branca,79,86.9,98.75,126.4,67.14999999999999,11.850000000000009
2023-06-01,7682537,Linha branca,140,154.0,175.0,224.0,119.0,21.0
2023-06-01,3097105,Linha branca,113,124.30000000000001,141.25,180.8,96.05,16.950000000000003
2023-06-01,8837085,Linha branca,108,118.80000000000001,135.0,172.8,91.8,16.200000000000003
2023-06-01,1991938,Linha branca,148,162.8,185.0,236.8,125.8,22.200000000000003
2023-06-01,1432484,Portateis,121,133.10000000000002,151.25,193.60000000000002,102.85,18.150000000000006
2023-06-01,8716883,Portateis,110,121.00000000000001,137.5,176.0,93.5,16.5
2023-06-01,8938677,Portateis,150,165.0,187.5,240.0,127.5,22.5
2023-06-01,2771523,Portateis,150,165.0,187.5,240.0,127.5,22.5
2023-06-01,2681840,Portateis,105,115.50000000000001,131.25,168.0,89.25,15.75
2023-06-01,4465727,Portateis,104,114.4,130.0,166.4,88.39999999999999,15.600000000000009
2023-06-01,2706526,Portateis,161,177.10000000000002,201.25,257.6,136.85,24.150000000000006
2023-06-01,2608553,Portateis,181,199.10000000000002,226.25,289.6,153.85,27.150000000000006
2023-06-01,2608511,Portateis,198,217.8,247.5,316.8,168.29999999999998,29.700000000000017
2023-06-01,2608500,Portateis,121,133.10000000000002,151.25,193.60000000000002,102.85,18.150000000000006
